Date,Open,High,Low,Close,Volume
2019-07-09,270.59440993319356,272.40726650465575,270.539476579009,272.1051330566406,41101300
2019-07-10,273.18550951666526,274.36663244253765,272.6453129392034,273.4052429199219,58448500
2019-07-11,274.0553074495961,274.2933426327131,273.02984774535923,274.046142578125,50826100
2019-07-12,274.5406992646276,275.34642596453045,274.2294008472459,275.2731628417969,40326000
2019-07-15,275.7126455395076,275.7126455395076,274.85198550652757,275.3647155761719,33900000
2019-07-16,275.2730630000679,275.4836594744254,274.1652031603702,274.47650146484375,36650100
2019-07-17,274.4491470114215,274.61394713264406,272.6087951660156,272.6087951660156,36036300
2019-07-18,272.10516156287605,273.9912814319682,271.656529809474,273.6067199707031,51392600
2019-07-19,274.7145703200068,274.7420369962166,271.9128575798758,272.0868225097656,58678600
2019-07-22,272.48971913250176,273.3046106130079,271.9678521670165,272.7552490234375,43638100
2019-07-23,273.89061129229,274.7054748535156,273.0482531062231,274.7054748535156,44564500
2019-07-24,273.9364052259043,275.9964904785156,273.8448402930049,275.9964904785156,47213200
2019-07-25,275.53863841697574,275.59357177734375,273.86308710068465,274.677978515625,55394100
2019-07-26,275.3738494411496,276.71977270782213,275.2456529673284,276.5183410644531,45084100
2019-07-29,276.39924033867453,276.5182719083992,275.4561805945953,276.0146789550781,38126500
2019-07-30,274.59559089807215,275.74924740137084,274.2110294164092,275.33721923828125,45849000
2019-07-31,275.58446159513227,275.7767563362715,270.2831956757218,272.324951171875,104245200
2019-08-01,272.48059894843635,275.47457928017803,269.14782559075593,269.95355224609375,142646600
2019-08-02,269.04705757376314,269.29425766971985,266.3460465558194,267.9208679199219,116749700
2019-08-05,263.7732819993556,263.8831487294982,257.940956893524,259.86370849609375,178745400
2019-08-06,261.77726426876325,263.7274823232554,260.28484283019174,263.5077209472656,120711700
2019-08-07,260.3946863432994,264.44162036175436,258.23389992071395,263.6633605957031,140572300
2019-08-08,265.17411379975783,268.83648681640625,264.6156153267295,268.83648681640625,87713900
2019-08-09,267.8842411729748,268.4885360267237,265.201559852938,267.0052795410156,93730000
2019-08-12,265.4854312101376,266.9961545996095,262.7935846143409,263.7549743652344,65527600
2019-08-13,263.4527799241614,269.3217357225238,263.1048500355138,267.8567810058594,94299800
2019-08-14,263.7549563434008,264.36838817846234,259.8087516396684,259.9369201660156,135622100
2019-08-15,260.834253768788,261.5301136981479,258.55443513096566,260.6236572265625,99556600
2019-08-16,262.2991646761531,264.9085830888552,260.6785467387658,264.4691162109375,83018300
2019-08-19,267.5272269666741,268.3420905300532,266.8405319444334,267.6553955078125,53571800
2019-08-20,267.1425903460783,267.6827869253482,265.47623212966494,265.6044006347656,51596400
2019-08-21,267.7927254690642,268.1406274351895,267.0968656534362,267.7652587890625,49524700
2019-08-22,268.47945102237753,269.12034960938763,265.8883061661281,267.682861328125,51666400
2019-08-23,266.36435851590926,268.0490464768343,259.54317870404145,260.80670166015625,149161500
2019-08-26,263.02243335949606,263.6908264160156,261.4750787052617,263.6908264160156,72423800
2019-08-27,265.10092724884123,265.47632390489184,261.8871853960454,262.6562805175781,66668900
2019-08-28,261.98791641748045,264.6705984505737,261.17302485604796,264.50579833984375,59696700
2019-08-29,267.09681965635116,268.4152759527571,266.0804967879331,267.88421630859375,57899400
2019-08-30,269.38584879254023,269.4041505986451,266.8221988534192,267.7652587890625,62901200
2019-09-03,266.0439192487991,266.96864936800415,264.8536313398093,266.1995544433594,69101400
2019-09-04,268.3969800827333,269.23931010413895,267.63702214727954,269.22100830078125,46887300
2019-09-05,271.73885560631487,273.60664521732707,269.1843433003046,272.6819152832031,83258100
2019-09-06,273.00250332439884,273.54270009115186,272.315808256912,272.8926086425781,49584300
2019-09-09,273.8905670819072,273.9821040498349,272.0776824616027,273.0299072265625,51260300
2019-09-10,272.2607347492401,273.0298574965681,270.98807494496236,272.96575927734375,57947100
2019-09-11,273.2770752244095,274.9892298604496,272.61784707100367,274.9068298339844,68821100
2019-09-12,275.8224382743029,276.9302981695086,275.0533433761835,275.85906982421875,72908700
2019-09-13,276.307756511803,276.66485132574826,275.3005982513446,275.6759948730469,62104800
2019-09-16,274.5314968407313,275.72178491795165,274.17442997674857,274.8244934082031,58191200
2019-09-17,274.6230332903059,275.6118616758972,274.4490683427603,275.52032470703125,41475500
2019-09-18,275.12665415565,275.79504740232244,273.0665689881961,275.6851806640625,73375800
2019-09-19,276.07883722967597,277.085995413716,275.32804404323804,275.66680908203125,76560500
2019-09-20,276.27756568856665,276.56273617184394,273.564109170602,274.3643493652344,89565000
2019-09-23,273.69287172659716,275.0266241085906,273.43532283353846,274.2999572753906,43476800
2019-09-24,275.40375898113456,275.7992754895881,271.1725744624167,272.1475830078125,94869400
2019-09-25,272.23032581765153,274.2079361563609,270.73101248766125,273.7572326660156,71854000
2019-09-26,273.76647322836897,273.9780142047765,271.7612691268964,273.1869812011719,56179700
2019-09-27,273.9503997808286,274.0608019300763,270.1423537180793,271.7152404785156,84746600
2019-09-30,272.2394960264022,273.6928012478369,272.1935161922665,272.975341796875,51662400
2019-10-01,273.86771341771026,274.52998618737314,269.50776739202286,269.728515625,88242400
2019-10-02,268.12793291768855,268.13714011414146,263.65761447403605,264.9637451171875,122539500
2019-10-03,264.73386395995567,267.1622065634799,261.98360623901783,267.1346130371094,85278800
2019-10-04,267.79674112081494,271.00690792814186,267.7415260271632,270.7493591308594,65091200
2019-10-07,269.9400732798071,271.5865619695465,269.2961868666242,269.5813293457031,59610500
2019-10-08,267.7048485190787,268.4499016642057,265.3592869278776,265.3960876464844,95708100
2019-10-09,267.4381152537081,268.8638274257384,266.80343613952016,267.9164123535156,62359400
2019-10-10,267.83368510332895,270.62074382759124,267.6681239285961,269.728515625,55296300
2019-10-11,272.51548152388807,274.7874415501648,272.3959283189026,272.5246887207031,98720400
2019-10-14,272.20283804152325,272.8835252103698,271.87171569240724,272.22125244140625,40394800
2019-10-15,273.2789482507373,275.67048954598283,273.15936697536677,274.9162292480469,46754500
2019-10-16,274.4471684375049,275.1738353669664,274.0332655567188,274.4747619628906,48928200
2019-10-17,275.6520721180507,276.1671698595753,274.58507591897205,275.2841491699219,45736600
2019-10-18,274.74149626017953,275.39456168957355,273.21458914511874,274.0792236328125,64304000
2019-10-21,275.4129179941272,276.1395566418624,274.97139364543574,275.93719482421875,39048600
2019-10-22,276.47989533783044,276.7742449135168,274.9438093678986,275.0357971191406,48594700
2019-10-23,274.7783313232184,275.89130765875285,274.56676223847677,275.83612060546875,34352200
2019-10-24,276.7835157134914,276.93069053515467,275.4497631907928,276.28680419921875,35453100
2019-10-25,275.7072390513082,277.9700197551985,275.65205201664935,277.4181213378906,45205400
2019-10-28,278.65071978407957,279.4877606945218,278.6231262626682,278.9818420410156,42147000
2019-10-29,278.70592370756225,279.83731429540063,278.5771352193598,278.8990783691406,44284900
2019-10-30,279.1014535903766,280.1316492624148,277.7769082775485,279.7545471191406,49643900
2019-10-31,279.7453039389649,279.7453039389649,277.5377380584383,279.0094299316406,69053800
2019-11-01,280.4719938543616,281.640157094398,280.3064046448704,281.59417724609375,71141500
2019-11-04,283.16701875466384,283.3049863481568,282.34836424873777,282.7254943847656,60606900
2019-11-05,282.92784795863514,283.2314047261852,282.11840067279513,282.4127502441406,42933200
2019-11-06,282.4128701449659,282.7531997003839,281.5206419266418,282.4772644042969,46487100
2019-11-07,283.82935546720444,284.82275043574816,282.99231444974123,283.4706115722656,54272300
2019-11-08,283.1210372669413,284.2248342593447,282.4127848404287,284.1696472167969,49032100
2019-11-11,282.77164760535373,283.80184359378603,282.6336518702275,283.6270751953125,35797300
2019-11-12,283.9949286254093,285.13549846543367,283.4430300325583,284.2248840332031,46484600
2019-11-13,283.22227405693167,284.72158776594864,282.99231865544385,284.3168640136719,53917700
2019-11-14,284.0316068054727,284.813460468788,283.38772071316214,284.73065185546875,51219900
2019-11-15,286.08285721369793,286.8371175395137,285.3838119999358,286.7911376953125,62023600
2019-11-18,286.552012477945,287.2418786552011,286.0921016931076,287.0027160644531,49228000
2019-11-19,287.6098186104705,287.61902580934213,286.26688689944393,286.9199523925781,67804700
2019-11-20,286.3219926334259,286.84629754709204,284.2799880855814,285.8528747558594,79406200
2019-11-21,285.96328769928493,286.07366177565274,284.5835556032445,285.3929748535156,54664700
2019-11-22,286.14723019668924,286.2851977897673,285.00666066628247,286.02764892578125,44850200
2019-11-25,286.9659085709434,288.24444580078125,286.9659085709434,288.24444580078125,48647200
2019-11-26,288.28122683989426,289.0814669624078,287.959283737428,288.8974914550781,37569000
2019-11-27,289.3850344339467,290.185302734375,289.16428625215957,290.185302734375,44444600
2019-11-29,289.614929808663,289.86329953243916,288.87908397468146,289.1090393066406,36592700
2019-12-02,289.3666241366984,289.43101837462666,286.22085052394124,286.6531677246094,75767800
2019-12-03,283.902818358724,284.813460468788,282.50470018801553,284.73065185546875,73941700
2019-12-04,285.78856457884046,287.09469545002185,285.4390279012572,286.48760986328125,49080000
2019-12-05,287.19589880500797,287.2142851309399,285.67817075846335,287.0027160644531,40709000
2019-12-06,288.9342794916809,290.0288691496006,288.9250722955021,289.6241455078125,48927000
2019-12-09,289.2286903515032,289.90934931569166,288.6399910857097,288.7135925292969,34838500
2019-12-10,288.6583576275096,289.32980928225334,287.7293290336384,288.3916015625,52649800
2019-12-11,288.8515527616784,289.467845535377,288.30886142968507,289.2102966308594,53429100
2019-12-12,289.21947359909365,292.49403596239915,288.9803390921501,291.7030029296875,96389600
2019-12-13,291.4637547564287,293.11944984749687,290.68190108042853,291.877685546875,81503900
2019-12-16,293.6254466852007,294.48087401994167,291.81339704486686,293.88299560546875,82749700
2019-12-17,294.26926975896146,294.5727984648103,293.8645461040157,293.94732666015625,61097700
2019-12-18,294.342889472968,294.57284485536877,293.9105722312256,293.96575927734375,48133000
2019-12-19,294.15896688835,295.24437782241046,293.9014179365305,295.1707763671875,85310500
2019-12-20,296.2152528311605,297.6110212154483,295.2262262482682,296.46484375,147142100
2019-12-23,297.2596662057849,297.3151245671887,296.7697652075657,296.91766357421875,52990000
2019-12-24,297.14877438217206,297.1949802843039,296.6218916959578,296.92694091796875,20270000
2019-12-26,297.315187437168,298.5168513420533,297.30596318080285,298.5075988769531,30911200
2019-12-27,299.2469901194785,299.3024484791661,297.8974563525318,298.4335632324219,42528800
2019-12-30,298.51681549375525,298.65546140993285,296.29836799998674,296.78826904296875,49729100
2019-12-31,296.27988212906155,297.75883767631376,295.9286270131069,297.5092468261719,57077300
2020-01-02,299.0621697100919,300.31003935148493,298.1285735428214,300.2915344238281,59151200
2020-01-03,296.8622703978099,299.15465327119983,296.8068120242286,298.0177001953125,77709700
2020-01-06,296.2429875542618,299.23788117510304,296.1228183257225,299.1546936035156,55653900
2020-01-07,298.5815159468736,299.0621927633044,297.8605289309607,298.3134765625,40496400
2020-01-08,298.50758269489893,301.1327156461502,298.25802002933847,299.9033508300781,68296000
2020-01-09,301.48393975190214,302.010822422565,300.8923462531795,301.9368591308594,48473300
2020-01-10,302.52856407431966,302.68568676179603,300.59668844562674,301.0680847167969,53029300
2020-01-13,301.69660615664253,303.14780457892977,301.2621634138756,303.1385803222656,47086800
2020-01-14,302.69486832260185,303.75785806141926,302.11252720941695,302.6763916015625,62832800
2020-01-15,302.5839062641116,304.12754439738717,302.50071871879106,303.3603515625,72056600
2020-01-16,304.756210389935,305.8839111328125,304.52512440335147,305.8839111328125,54050300
2020-01-17,306.6048515486395,307.0485185216617,305.81915367226685,306.8359375,95846000
2020-01-21,305.8653755221729,307.04853452646114,305.79144042572676,306.235107421875,77742400
2020-01-22,307.10393736748716,307.7602416951701,306.11491106159474,306.27203369140625,48914900
2020-01-23,305.6158206097551,307.0393180789855,304.4881199513038,306.62335205078125,51963000
2020-01-24,307.2888074893442,307.37199503339946,302.59312591643027,303.8964538574219,87578400
2020-01-27,298.5908257687778,300.52270124394335,298.24882301984144,299.0252685546875,84062500
2020-01-28,300.4672482169026,303.0461757880911,299.1177139210117,302.1588134765625,63834000
2020-01-29,303.5359418222059,303.76702771150246,301.7057314238356,301.9090881347656,53888900
2020-01-30,299.820178997714,303.1016168241453,299.0622384253758,302.8890075683594,75491800
2020-01-31,302.26044214204876,302.4175930100521,296.4648162964884,297.38916015625,113845600
2020-02-03,298.8865321289178,301.4839355918079,298.76636293810225,299.5982666015625,69083000
2020-02-04,303.24945949956697,305.0426886233829,302.9259335467426,304.16455078125,62573200
2020-02-05,307.13170353264013,307.8896722169145,305.6527760231822,307.67706298828125,65951100
2020-02-06,308.64766098602024,308.9064761378909,307.6216246351767,308.7123718261719,50359700
2020-02-07,307.64010523475514,308.72157166610674,306.5124046889222,307.0670166015625,64139400
2020-02-10,306.17037562475997,309.4240553118806,306.1333939781077,309.3593444824219,42070000
2020-02-11,310.72741158108295,311.52233369965023,309.3593726178411,309.8955078125,54864500
2020-02-12,311.34673265550464,312.10470139738305,310.9770007500413,311.8921203613281,43992700
2020-02-13,310.4501631206025,312.5391895929225,310.17287120336545,311.55938720703125,54501900
2020-02-14,311.97522310407436,312.1785798281007,310.76433522287675,312.05841064453125,64582200
2020-02-18,311.0509157132277,312.12315781854016,309.8492519463127,311.2542724609375,57226200
2020-02-19,312.2340843772971,313.4264675089638,311.94754007042536,312.7424621582031,48814700
2020-02-20,312.18785286258,313.01978481459753,308.43501944902675,311.4576416015625,74163400
2020-02-21,310.0895261566882,310.40379957287405,307.41815980601916,308.2500915527344,113788200
2020-02-24,298.69247570060276,308.3241225134516,296.9361998746412,298.0269470214844,161088400
2020-02-25,299.4319119035819,300.0512064094128,288.1087011448787,288.9960632324219,218913200
2020-02-26,290.41027862363364,294.0429423659753,287.19358080361235,287.93304443359375,194773800
2020-02-27,282.3500419743186,287.98854465077966,275.00152587890625,275.00152587890625,284353500
2020-02-28,266.85806306798787,275.35278474241954,263.93713331079226,273.8460998535156,384975800
2020-03-02,275.6486668138242,285.77024675061836,272.1823761791338,285.7055358886719,238703600
2020-03-03,286.0844585996066,290.09610804273973,275.057041812052,277.5250244140625,300139100
2020-03-04,282.9601472687874,289.4120777801317,280.3812199156426,289.1902160644531,176613400
2020-03-05,281.9063908677441,285.13234180123146,277.3124009134336,279.5770263671875,186366800
2020-03-06,270.9713723296417,276.1754323026294,268.272304300244,274.9552917480469,228667200
2020-03-09,254.4718756994221,262.68930687593377,252.7618619753907,253.48284912109375,309417300
2020-03-10,263.10525495145106,266.6916855024435,252.80805061122447,266.5992736816406,276444100
2020-03-11,259.46333116815134,260.6095085206112,250.3862677494358,253.60296630859375,255316300
2020-03-12,236.63203132913333,246.4855403937464,228.94148354083978,229.33895874023438,392220700
2020-03-13,243.1855582502152,250.94081471913591,229.71787911587776,248.94422912597656,329566100
2020-03-16,222.93320687266757,237.46389097002017,219.4022212717218,221.70384216308594,297240000
2020-03-17,226.50120104796662,236.78916627337,219.13419385660978,233.6741180419922,262070500
2020-03-18,218.37622475624084,229.57926720176667,210.7688791615743,221.84251403808594,327597100
2020-03-19,221.14922061598153,228.66413908385243,214.65108581567725,222.3138885498047,289322000
2020-03-20,225.49937097985898,227.30314507971622,212.45456862343516,212.73350524902344,347158800
2020-03-23,212.1662981497669,213.55165994881338,202.9335841766095,207.29425048828125,326025200
2020-03-24,217.95882255053317,226.95909193104146,217.38236402828767,226.07579040527344,235494500
2020-03-25,227.67501555666567,238.34889039646427,222.91455085621166,229.46018981933594,299430300
2020-03-26,231.99850901310307,244.34596141660734,231.5615116558956,242.85833740234375,257632800
2020-03-27,235.48515733977402,242.49568553250754,233.42104659656349,235.62461853027344,224341200
2020-03-30,237.7445646486099,244.0019753776943,235.72694526604647,243.27674865722656,171369500
2020-03-31,242.26326627335234,244.8387444445269,238.22802794711876,239.6505889892578,194881100
2020-04-01,230.56662507674426,239.5668944478358,226.77312451742173,228.86512756347656,189554600
2020-04-02,227.97255299682274,234.93658977911278,227.41467982960492,234.1462860107422,177660400
2020-04-03,233.15142702142313,235.5316736901144,228.00045649723228,230.76190185546875,135561200
2020-04-06,239.7343263720278,248.25110941069707,230.74336092843197,246.26136779785156,188061200
2020-04-07,254.9547263445372,255.71715203820838,246.28920644985544,246.51234436035156,201427200
2020-04-08,249.14360275803455,256.6190347589459,246.62390931090724,254.78736877441406,153774500
2020-04-09,258.0880943679367,261.4539188611824,256.1262739022265,258.6645812988281,189999200
2020-04-13,257.6790314843199,258.02304526223554,252.35138623892095,256.3029479980469,114839100
2020-04-14,261.2493529164219,264.8940712546655,256.1634598867207,263.8620300292969,134143400
2020-04-15,258.07886333356686,264.0015533069251,256.11701413244793,258.2555236816406,121775000
2020-04-16,259.5478814229435,260.3660917327045,256.3959444053549,259.50140380859375,131798300
2020-04-17,265.3404014622022,267.12556169580233,262.56964913917665,266.5119323730469,146684800
2020-04-20,262.7648622859541,266.6513605545444,261.5933598948254,261.8164978027344,100109300
2020-04-21,257.29780025339164,258.51580869765877,252.91851992745163,253.86691284179688,126385700
2020-04-22,258.80406934567634,261.26797877306217,257.4651849069059,259.50140380859375,92951600
2020-04-23,260.7937802711861,264.0015301260084,259.175973409421,259.4827880859375,104709700
2020-04-24,261.01694341774123,263.7783889712508,258.9435254408236,263.0996398925781,85063200
2020-04-27,265.0986905770576,268.027489930258,264.63380089005386,266.8931579589844,77896600
2020-04-28,270.58431318793504,270.9376337985651,265.3589589981502,265.6658020019531,105270000
2020-04-29,271.05858291221404,274.1733495261763,270.01723454119,272.62060546875,118745600
2020-04-30,271.2258243666568,272.72278331267324,268.32491842422377,270.08221435546875,122901700
2020-05-01,265.2753457738314,270.2496710030437,261.7514740699194,262.93231201171875,125180000
2020-05-04,261.0262101283875,263.9643158796331,259.5292791983489,263.6575012207031,80873200
2020-05-05,266.5119789714505,268.9386895686592,263.78770378380017,266.09356689453125,79569900
2020-05-06,267.81363587457895,268.20412728840137,263.8527670009922,264.2897644042969,73632600
2020-05-07,267.5440342418947,269.43148537280416,266.9675755282105,267.47894287109375,75250400
2020-05-08,270.6494249685885,272.37882904206623,269.50578633331116,271.9046325683594,76452400
2020-05-11,269.95206191205443,273.3550568409455,269.5243714686897,271.96038818359375,79514200
2020-05-12,273.15984904420077,273.57823267464636,266.4003358546942,266.5398254394531,95870800
2020-05-13,265.97270559390967,267.0233609060157,259.3712658637757,261.8258972167969,144721100
2020-05-14,259.3619071707117,265.0893218076404,253.82040296579268,264.95916748046875,121977900
2020-05-15,262.541805226646,266.22372371400803,261.5841335774836,266.17724609375,111146300
2020-05-18,272.4718310015181,275.9120259947696,272.1464309241307,274.284912109375,119703800
2020-05-19,273.6805613097417,275.4099373059647,271.4490965123575,271.4676818847656,95189300
2020-05-20,275.04721314565506,276.95324862492777,274.81476841039733,276.0792541503906,85861700
2020-05-21,275.94919109568605,276.7674013742696,273.0668697505342,274.1733093261719,78293900
2020-05-22,273.8850967884195,274.87066058212713,272.62988905126736,274.6940002441406,63958200
2020-05-26,280.7282457117374,280.96999739968646,274.7125727527704,278.078369140625,88951400
2020-05-27,280.9048892618461,282.2530804607982,276.0235484288679,282.21588134765625,104817400
2020-05-28,283.2572739665981,285.2934930178406,281.0165023228916,281.69525146484375,90405200
2020-05-29,281.22106555541734,283.5455140238124,278.44103426709364,282.9504699707031,119090800
2020-06-01,282.2995879277781,284.70771292178176,281.77891378716174,284.09405517578125,55758300
2020-06-02,285.02375875693684,286.49282555772106,283.67559614818225,286.4463195800781,74267200
2020-06-03,288.45467951627955,291.22543164712795,288.1757571161911,290.2584533691406,92567600
2020-06-04,289.2635879191614,291.0208841943324,287.3761373132049,289.49603271484375,75794400
2020-06-05,294.9538897976216,298.71017764112366,294.8887984384263,296.91571044921875,150524700
2020-06-08,297.7338260619147,300.69982327759806,297.1852598687567,300.50457763671875,73641200
2020-06-09,297.80821344119244,300.57896517923854,296.9342188786747,298.2638244628906,77479200
2020-06-10,298.8496571128931,299.7515441146227,295.87435218203393,296.5995788574219,95000800
2020-06-11,289.58908889880547,290.23063896567373,278.94313161271543,279.5009765625,209243600
2020-06-12,286.59512294243626,287.376134042086,277.6320664777444,282.8481140136719,194678900
2020-06-15,277.09283259033515,286.63237783282256,275.90271615337605,285.4887390136719,135782700
2020-06-16,293.326765462726,293.47553354638995,286.0651918531277,290.98370361328125,137627500
2020-06-17,292.01570370512377,292.3132398015141,289.0310926203523,289.7749328613281,83398900
2020-06-18,288.240897490058,290.3700717136035,287.7760078277726,289.8865966796875,80828700
2020-06-19,293.3941931481743,293.5902980305546,286.25940676623287,288.2298889160156,135549600
2020-06-22,287.62298519970113,290.48062882583577,286.46499401772144,290.0790710449219,74649400
2020-06-23,292.7591438889833,293.7023625036601,291.0034622495543,291.41436767578125,68471200
2020-06-24,289.3504689456933,289.9761747997027,282.1223194800925,283.980712890625,132813500
2020-06-25,283.40175397887816,287.29600749580464,281.3565747828588,287.0251770019531,89468000
2020-06-26,285.91385040872973,286.1286509246389,279.6195711541666,280.2078857421875,127961000
2020-06-29,281.4779994235635,284.4663688645096,279.16198959476344,284.3262939453125,79773300
2020-06-30,283.8873729872626,289.68673112616494,283.72863091230226,287.9683837890625,113394800
2020-07-01,289.09837455626104,291.26496153342845,288.6314391818443,289.98553466796875,72396500
2020-07-02,293.4595806487884,294.8230526738294,290.9101313475037,291.58251953125,69344200
2020-07-06,295.44874535128827,296.67211400531124,294.6923121682505,296.0837707519531,61713800
2020-07-07,294.5241365162976,296.52260493072396,292.6470473494368,293.0299377441406,82910000
2020-07-08,293.8050867161172,295.3833306910914,292.0214185190402,295.2712707519531,54638600
2020-07-09,295.8875849051437,296.1304004034764,290.1349380560867,293.59027099609375,83354200
2020-07-10,293.52485732275,296.85878210599566,292.07736933535836,296.58795166015625,57550400
2020-07-13,298.96005124839894,301.36942527176507,293.3568266829696,294.0198669433594,102997500
2020-07-14,292.5817004647939,298.61452615085386,291.3676798651455,297.830078125,93657000
2020-07-15,301.08924948074167,301.67759256929554,298.15688186460716,300.5662841796875,87196500
2020-07-16,298.6425148115598,300.0339730145946,297.9887939312302,299.5763854980469,54622500
2020-07-17,300.59436905260253,301.2387422518473,298.59587165216726,300.4449462890625,62774900
2020-07-20,300.17405529226573,303.6293883169463,299.41762229758507,302.8729553222656,56308800
2020-07-21,304.8620794579007,305.3103191219553,302.5180550498918,303.5173034667969,57292200
2020-07-22,303.15313365112604,305.56253626779863,303.0410737153692,305.2449951171875,57792900
2020-07-23,304.8808008978492,305.59055182494063,300.22079473054373,301.6029052734375,75738000
2020-07-24,299.7258392204688,300.69704431522166,298.13824748948986,299.66046142578125,73766600
2020-07-27,300.36094316380354,302.0232324529351,299.5577992603452,301.8457946777344,48293000
2020-07-28,301.1079015150372,302.23790550117377,299.63239845389603,299.9312438964844,57495000
2020-07-29,300.8184741155127,304.1897627090463,300.78111130160045,303.6200866699219,48454200
