Date RSI14 RSI7 MACD STOCH5 STOCH14 PPO TREND10 TREND20 QUADTREND10 INTENSITY ADX14 AROONUP14 AROONDOWN14 AROON_DIFF CLOSE_MA_DIFF LIN_DEV QUAD_DEV PRICE_OSC VAR_RATIO MONEYFLOW
20160311   65.76072   75.02620    3.58491   71.45741   90.59117    2.78699    7.87086   23.69342   -0.60141   16.79005   14.60558  100.00000   14.28571   85.71429   17.45036   15.95075   31.86072  -23.33839    1.62460   32.49959
20160314   64.98606   72.96710    3.63360   77.79145   92.41552    2.66594    5.03785   23.22661    0.18058   18.37932   15.14609  100.00000    7.14286   92.85714   14.25832   17.89825    6.32375  -22.14769   14.09687   44.08671
20160315   63.95583   70.11637    3.26837   80.07031   92.10314    2.29556    6.39600   23.64772    0.65989   23.99211   15.32188   92.85714    0.00000   92.85714   10.47411    3.61005  -14.73014  -31.17409    1.73639   38.21979
20160316   66.01283   74.27335    3.07853   84.22904   93.21014    2.15372   10.30324   23.07199    1.40228   31.02305   15.88091  100.00000    0.00000  100.00000   13.30584   13.27072   -9.45732  -29.95479   -6.61454   35.46198
20160317   68.16953   78.17774    3.25715   85.98348   93.79279    2.18359   13.53456   25.80716    0.93008   33.61792   16.80266  100.00000    7.14286   92.85714   16.00008   17.31559   -5.30420  -24.51511  -28.55550   32.22288
20160318   69.46993   80.34665    3.38888   87.85551   94.68482    2.19311   21.87875   30.76739    0.13592   31.09499   17.82562  100.00000    0.00000  100.00000   14.83548   10.20934   -4.75684  -35.75195  -10.87530   31.86280
20160321   69.94931   81.13962    3.56235   90.07499   95.42230    2.06038   33.35186   32.68672   -0.02320   33.22844   18.82126  100.00000    0.00000  100.00000   13.87290  -13.06296   -1.41605  -34.29429   -6.72988   31.83880
20160322   69.50363   79.71665    3.14268   88.64580   94.42831    1.74611   34.05034   30.95806   -0.13563   34.36978   19.83266  100.00000    0.00000  100.00000    9.21932  -24.46764   -9.71815  -34.72400  -27.55936   42.79389
20160323   64.10437   63.71506    2.39441   73.19435   88.68811    1.03459   20.71514   30.06187   -1.55240   21.19566   20.43229   92.85714   35.71429   57.14286   -5.02090  -36.16013  -21.81299  -34.78781  -39.67428   34.87907
20160324   63.74895   62.73592    1.80147   61.97666   84.52292    0.41196    7.59914   30.61884   -1.94509   29.04295   20.25379   85.71429   28.57143   57.14286   -7.22817  -30.02552  -11.50573  -39.16920  -35.98555   42.37160
20160328   64.03544   63.60642    1.12270   55.64466   82.19758   -0.07282    4.20737   27.00474   -7.77852   19.60351   20.35469   78.57143   21.42857   57.14286   -5.73236  -22.30828   16.85619  -40.54017  -35.10840   31.34313
20160329   68.26555   74.49355    1.19868   69.19515   87.64387   -0.01973    3.00608   20.31628   -1.38352   28.83292   20.94439  100.00000   14.28571   85.71429   10.36806   14.30032   34.61809  -34.05370  -29.70167   38.17493
20160330   70.07995   78.14523    1.69215   73.94042   89.06491    0.12907    2.36009   20.19576    0.03682   21.95392   22.00253  100.00000    7.14286   92.85714   17.42603   26.99456   22.23833  -28.76112  -12.14941   30.66229
20160331   67.76205   71.50971    1.62802   73.85501   87.33603   -0.00757    1.62829   20.87854    1.56419   12.15871   22.82013   92.85714    0.00000   92.85714   11.54137   12.10003  -10.82597  -34.07055  -12.08113   17.40184
20160401   70.68558   77.69614    1.56201   81.02288   90.52762    0.14097    3.76295   18.52526    4.06827   23.48138   22.75136  100.00000    0.00000  100.00000   18.19377   25.36639   -5.58917  -26.54932  -11.04646   20.98807
20160404   67.52918   69.29450    1.54455   81.08957   89.51922   -0.03689    7.28433   18.77903    1.32877   11.30483   22.68751   92.85714    7.14286   85.71429    7.41941   -1.43307  -27.26321  -22.97225  -38.08006   16.93461
20160405   58.83137   49.92930    0.35769   57.13672   78.16829   -0.74337    3.49620   16.85884   -0.13024    5.64143   21.49795   85.71429    0.00000   85.71429  -14.42167  -35.53326  -29.93092  -20.41186  -25.65257    3.55102
20160406   64.20608   62.99146    0.22970   64.03964   81.00954   -0.71135    6.85316   13.77128   -1.11061   20.01185   20.49957   78.57143    0.00000   78.57143    5.28507   -2.93546   21.32852   -8.81949  -24.07485   11.37171
20160407   55.55445   47.10982   -1.04972   49.77126   67.64813   -1.34995    0.64364    7.44374   -5.02065   10.44801   19.09729   71.42857    0.00000   71.42857  -14.75734  -32.21966   -9.69337    8.83586  -10.47424   13.38367
20160408   56.94568   50.36112   -1.82354   44.99002   62.13569   -1.64400    0.00001    5.05511   -4.41243    0.86365   17.94565   64.28571   28.57143   35.71429   -8.56508  -14.72823   17.78898    3.00600  -18.93264    0.74467
20160411   55.31824   47.39465   -2.56579   39.11094   55.49765   -1.95283   -1.81259    2.77046   -0.79048   -9.64662   16.99454   57.14286   21.42857   35.71429   -8.82376  -10.83212    9.25992    1.89094  -25.35153   -6.78794
20160412   60.17046   58.64419   -2.16612   53.81926   62.80095   -1.66814   -1.34427    2.12692    0.05915    4.25402   15.98254   50.00000   14.28571   35.71429   10.65376   30.31891   25.17821    3.28764  -21.02387   -6.51958
20160413   64.69092   67.51616   -1.06725   68.54747   74.67649   -0.97974    0.00059    2.13745    3.60946   11.73029   16.01854  100.00000    7.14286   92.85714   23.08374   36.00347   22.60262   -0.11170    3.06629    4.84321
20160414   64.71165   67.55519   -0.02382   75.01796   79.94556   -0.57885    0.47347    2.83628   10.60970    8.57187   16.28645  100.00000    0.00000  100.00000   21.64608   23.87569  -11.80458  -19.35011    9.41031   10.27324
20160415   63.78382   65.44463    0.35227   77.76699   82.22171   -0.43495    6.98034    3.91583    5.05086    1.58674   16.39277   92.85714    7.14286   85.71429   14.45459    7.62485  -22.91922  -21.87346    4.37414   -0.33442
20160418   67.01674   71.93755    0.74679   84.93909   87.93244   -0.04996   20.19146    5.93932    0.94734   12.82011   17.02309  100.00000    0.00000  100.00000   20.14005   13.69100   -6.51554  -14.48044  -19.90183   11.02713
20160419   68.39026   74.46744    1.45197   86.98313   90.54847    0.27071   22.67284   10.24868    0.80760   12.77976   18.00765  100.00000   42.85714   57.14286   17.13690    9.10932  -12.35802  -23.26721  -30.68086   24.45682
20160420   68.81417   75.25627    2.14601   84.34928   90.20816    0.42298   30.05349   14.64592   -0.01187   12.24212   19.21481  100.00000   35.71429   64.28571   12.51332  -17.02532   -8.03377  -35.81755  -25.80268   14.43525
20160421   63.62348   62.52539    1.41704   72.98490   85.17096    0.14416   26.89942   13.21470   -1.00498   -3.00725   19.74257   92.85714   28.57143   64.28571   -0.28407  -35.99345  -20.81197  -29.57693  -31.50128   12.96496
20160422   63.62348   62.52539    0.77187   65.40864   81.81283   -0.11971   17.70138   11.26338   -4.17756    3.11884   19.67040   85.71429   21.42857   64.28571   -1.90843  -29.36303    3.34544  -31.60978  -43.42677   22.95415
20160425   61.89812   58.25169    0.13708   54.15817   78.04136   -0.44635    6.26960   10.54197   -5.34876    7.00914   19.32863   78.57143   14.28571   64.28571   -6.88460  -28.25214    3.10767  -37.90823  -40.35819   39.25885
20160426   62.83291   60.93456   -0.28572   49.71574   76.84705   -0.63378    1.16064   10.69528   -3.68141    3.86034   19.46729   71.42857    7.14286   64.28571   -3.41095  -14.48287   16.02817  -38.29646  -42.49320   30.36317
20160427   64.14661   64.61373   -0.46503   55.40756   77.31670   -0.69383    0.46566   11.74105   -1.90976   12.14459   19.35097   64.28571    0.00000   64.28571    2.07579    0.39202   24.80626  -35.34936  -48.36665   25.55086
20160428   54.91078   43.49588   -1.93179   42.66923   68.85767   -1.22945   -0.19308    7.88641   -2.96367    3.47154   18.42849   57.14286   14.28571   42.85714  -12.54623  -32.09936  -13.89523  -28.43614  -38.26141   18.36007
20160429   50.31212   35.51344   -3.06707   37.51161   58.04731   -1.84777   -5.95911    5.25024   -0.79769   -0.11325   17.83673   50.00000    7.14286   42.85714  -19.27482  -34.88020  -20.08096  -17.58639  -19.84275   20.88877
20160502   56.10855   50.90530   -2.92794   45.50986   55.33688   -1.81257   -6.58040    4.55152   -0.00068   10.20807   16.62926   42.85714    0.00000   42.85714   -1.34481   23.46942   25.50915   -4.80741  -21.15042   17.69602
20160503   49.27631   38.93850   -4.06985   38.21999   43.28640   -2.20245   -8.46511    1.37822   -0.02341    5.96718   16.13332   35.71429   85.71429  -50.00000  -15.13532  -17.97876  -10.39085   14.14258  -17.00432   14.04133
20160504   45.48645   33.16017   -5.15830   29.16284   31.88323   -2.67550  -11.09215    0.31985   -0.51763    5.09744   16.10847   28.57143  100.00000  -71.42857  -20.12344  -26.48075   -7.94376   23.60388  -22.55574   12.73030
20160505   45.35565   32.96148   -5.64557   24.31733   24.07578   -2.89891  -15.18159   -0.00000   -0.17496   -2.98504   15.99549   21.42857   92.85714  -71.42857  -14.33835   -7.30528   10.87932    4.15382  -19.96723   16.21270
20160506   48.35156   40.72320   -5.39542   30.47491   24.76262   -2.75216  -16.30547   -0.24292    0.00032   13.40943   16.19868   14.28571  100.00000  -85.71429   -3.32445   23.73728   22.16804    1.81187  -20.16183   19.97385
20160509   49.03363   42.48415   -4.97585   43.26147   26.02545   -2.51664  -15.60901   -2.89473    0.73014   16.34622   15.92177    7.14286   92.85714  -85.71429   -0.68806   27.77395   10.89327  -15.86454  -43.42718   13.14136
20160510   58.02358   62.20834   -3.26751   62.02904   41.26447   -1.64349   -1.33033   -4.18200    8.50298   24.33273   15.20841    0.00000   85.71429  -85.71429   25.19852   38.41500   24.92478   -8.01994  -12.68791   21.95968
20160511   50.68919   47.67823   -3.06143   60.09387   42.23697   -1.52288   -0.01044   -5.05691    3.37387    8.58465   14.45747    0.00000   78.57143  -78.57143    4.66910    4.45917  -22.06346    5.69059  -17.16360    8.53654
20160512   50.89468   48.11289   -2.80799   59.23255   43.22226   -1.38211    0.01683   -5.56840    0.98093    0.76029   13.77977   21.42857   71.42857  -50.00000    2.34789    0.58478  -17.14240    7.04555  -26.45606   17.00738
20160513   44.85088   37.26751   -3.46482   42.53316   33.76148   -1.69116   -0.02519   -7.79447    0.00892   -9.99980   13.69427   14.28571   64.28571  -50.00000  -15.83155  -23.59806  -26.35689   18.64503  -16.51765    5.90115
20160516   51.77253   51.56302   -2.73363   47.58627   38.80889   -1.32079    0.26527   -5.66903   -0.13116    4.66456   13.29197    7.14286   57.14286  -50.00000    3.02937    5.91710   15.07556   35.14813  -17.98085    5.16580
20160517   45.85135   41.11844   -3.09151   36.51933   31.37166   -1.51489    0.01310   -5.50341   -2.94444   -7.62334   13.28696    0.00000   50.00000  -50.00000  -14.37106  -25.80528   -3.99238   28.23772  -29.79069   -3.74210
20160518   46.05790   41.54788   -3.15675   35.39993   29.60423   -1.55859   -0.10565   -4.62745   -2.54621   -3.04261   13.60512    0.00000  100.00000 -100.00000   -7.90184  -14.44006   11.71651    9.69393  -29.42397   -2.36736
20160519   43.92273   37.74707   -3.37895   33.98002   27.95372   -1.69251   -2.57991   -4.80588   -0.85667   -1.28552   14.33307   57.14286  100.00000  -42.85714  -10.87332  -14.06693    5.54492   17.82063  -30.32375    7.75189
20160520   48.58620   47.85775   -2.76995   42.46334   34.31876   -1.37733   -3.97665   -4.02656    0.00099    4.44383   13.88593   50.00000   92.85714  -42.85714    3.09870   21.34597   19.56263   10.64511  -30.67429   -1.07832
20160523   47.65991   45.96756   -2.37984   48.45855   36.94204   -1.18226   -7.33377   -3.86057    1.81704   -2.83051   13.47072   42.85714   85.71429  -42.85714   -0.27387   20.92472   -3.63139   -8.09749  -44.77182   -4.27045
20160524   56.20372   62.42057   -0.71388   63.38014   54.08427   -0.34264   -0.00012   -0.94919    5.25119    7.92476   13.35804   35.71429   78.57143  -42.85714   21.29521   38.41843   26.03623   -1.68426  -14.86454   -5.79383
20160525   59.93701   68.37586    1.04609   73.25009   67.05284    0.54693    2.02779   -0.00069    8.81192   12.22072   13.96178  100.00000   71.42857   28.57143   26.14687   33.35677   10.56908   14.03590   11.36264    6.71220
20160526   60.09286   68.62264    2.22036   79.24739   75.98459    1.08560   10.16939    0.15938    3.92146    7.63345   14.52240   92.85714   64.28571   28.57143   22.04303   18.14524  -16.61340    7.32611    7.28060    5.76143
20160527   62.45291   72.39373    3.30324   86.10159   83.94513    1.57969   23.15867    1.12796    5.85389   19.72138   15.28895  100.00000   57.14286   42.85714   21.82188   14.87238  -24.98040    2.47405    5.54223   20.66506
20160531   60.73378   68.14688    3.59735   84.50723   85.71478    1.69722   39.21340    3.94972    0.05828    8.05071   16.19942  100.00000   50.00000   50.00000   11.88124  -16.84201  -26.58729    4.51852  -34.67017   13.81492
20160601   61.94638   70.32969    3.84036   84.70657   88.70650    1.77230   34.63863    7.93190   -0.05936   19.10862   16.80951   92.85714   42.85714   50.00000    8.06669  -22.93310  -12.60371  -23.92100  -45.53140   27.30191
20160602   63.74121   73.48490    4.07544   89.47776   92.38924    1.86343   29.99174   10.33042   -0.73197   26.12497   17.59764  100.00000   35.71429   64.28571    9.37918  -20.98078   10.54594  -32.01368  -43.43186   37.41343
20160603   60.70581   65.48688    3.47794   82.51824   92.26769    1.64714   20.03385    9.40127   -1.77538   22.17032   17.99947   92.85714   28.57143   64.28571    1.34498  -29.49455   -1.04437  -25.81136  -47.09416   36.21580
20160606   63.85427   71.60981    3.41342   83.53459   93.28786    1.65835   16.44537   10.78475   -1.61742   25.22761   18.91879  100.00000   21.42857   78.57143    8.73632   -9.99003   26.62905  -25.12167  -43.19665   40.76289
20160607   64.79128   73.31337    3.53154   82.70133   93.22399    1.62772   15.10579   13.70970   -0.04525   23.48070   20.03699  100.00000   14.28571   85.71429    9.63526    2.64437   16.84369  -26.12217  -42.40530   39.77979
20160608   66.73294   76.72054    3.63625   87.10137   94.96928    1.65509   19.36063   22.75371    0.08116   28.91760   21.15892  100.00000    7.14286   92.85714   12.80157   26.68941   12.95515  -22.53488  -38.52763   38.76483
20160609   65.10763   72.20010    3.29675   87.39342   94.73137    1.47803   21.00388   27.41785    0.01061   31.04755   21.70807   92.85714    0.00000   92.85714    6.88445  -11.29508  -19.43236  -25.80916  -37.79468   41.19336
20160610   55.09257   48.90192    1.61972   65.16622   85.64169    0.76742    2.82668   24.88161   -0.72417   24.28065   20.73167   85.71429    0.00000   85.71429  -13.05898  -41.29303  -34.83337  -11.09505  -35.11122   36.62058
20160613   48.60373   37.51861   -0.37928   44.24343   69.16333   -0.15000   -0.00024   16.74794   -8.18149   12.78851   19.42076   78.57143    0.00000   78.57143  -25.84128  -38.41956  -24.94443   -4.11741   -6.82755   14.26167
20160614   47.09200   35.10573   -1.88852   36.16227   52.77553   -0.85894   -1.63842   10.95548   -7.96145   10.91272   19.04638   71.42857    0.00000   71.42857  -25.11157  -27.57987    7.40674   -2.59135    7.49147   18.98865
20160615   46.00213   33.33658   -2.98706   29.32841   40.12424   -1.36908   -7.76472    4.86957   -4.74146    6.11100   18.26301   64.28571   92.85714  -28.57143  -22.21097  -16.21106   24.30379   -5.40196    1.04448    3.17054
20160616   48.73381   40.78024   -3.30367   37.13627   40.12125   -1.50336   -9.45348    1.65651   -0.80358    8.76563   18.53732   57.14286  100.00000  -42.85714   -8.53841    7.80886   29.91074    1.35434  -32.86735    9.80057
20160617   45.62240   35.06244   -3.68249   38.73188   36.38636   -1.73050  -16.36982    0.16897   -0.00005   -0.50414   18.79203   50.00000   92.85714  -42.85714   -9.09389   10.45733   11.48257  -12.61688  -46.70209    4.75200
20160620   51.38131   49.33903   -3.17962   47.61429   40.32732   -1.48552  -10.73207    0.00006    0.96474   -6.14821   17.45021   42.85714   85.71429  -42.85714    8.31460   34.47736   18.66795  -16.94083  -43.22327   -4.73226
20160621   53.72266   54.51441   -2.40829   57.40468   45.80737   -1.13500   -6.33867   -0.20719    8.44249   -2.79464   16.20422   35.71429   78.57143  -42.85714   12.70468   31.65873   -2.89884  -14.97329  -34.80912   -0.17496
20160622   52.16367   51.01089   -2.00173   61.70214   47.81679   -0.96178   -1.04663   -0.91377   10.14581   -8.64772   15.38977   28.57143   71.42857  -42.85714    7.25586   18.75131  -31.22326  -12.40756  -36.39329  -11.25070
20160623   61.70277   69.33583   -0.35886   74.07749   62.25910   -0.16114    1.72340   -0.39253    9.52261   -0.50709   15.37451   21.42857   64.28571  -42.85714   27.41576   36.92817   20.18422   14.93889   -4.14008   -7.14765
20160624   38.56717   31.24584   -3.26081   51.51181   43.49830   -1.52260    0.00001   -1.38615   -0.37672   -1.29494   16.14928   14.28571  100.00000  -85.71429  -34.39097  -41.70161  -37.10073   48.95279   35.80199  -27.30479
20160627   32.29632   23.88487   -6.27640   36.93262   31.47856   -3.21260   -1.06787   -3.10205   -4.15521   -8.93909   17.89048    7.14286  100.00000  -92.85714  -43.06042  -37.47328  -23.83044   49.78810   49.39433  -23.44055
20160628   42.29037   40.15284   -6.07167   37.03320   33.14629   -3.23020   -2.31801   -4.16525   -2.24900    1.31840   18.73270    0.00000   92.85714  -92.85714  -18.66774   -3.65694   24.39931   49.98940   49.36067  -14.21479
20160629   49.93893   51.72248   -4.16658   46.53823   43.94696   -2.22168   -2.21829   -3.61070   -0.04634    9.92792   18.04469    0.00000   85.71429  -85.71429   11.11185   22.96110   27.78450   49.99962   49.22056   -1.34090
20160630   55.15576   59.21907   -1.57163   60.61564   58.83982   -0.77475   -0.28722   -2.02822    0.65858   21.09407   16.94421   64.28571   78.57143  -14.28571   27.93935   28.78402   20.04372   49.99939   48.54947    0.60519
20160701   55.92746   60.34008    0.29783   72.13902   69.96859    0.28520   -0.00252   -1.45327    7.89138   23.35790   16.20376   57.14286   71.42857  -14.28571   31.49646   22.50922    0.07109   48.92456   49.72567    0.47746
20160705   52.58316   54.35749    0.83007   74.02648   73.26884    0.56670    0.04593   -0.83092   10.32936   15.46441   15.09098   50.00000   64.28571  -14.28571   16.60451    7.65515  -20.05577   44.26345   43.32411    5.51277
20160706   54.98291   58.34600    1.65871   77.88925   78.87865    1.02267    1.54987   -0.16448    6.48409   23.65517   14.19914   42.85714   57.14286  -14.28571   12.90686    7.18883  -16.23966   29.32861    3.96685   10.29549
20160707   54.67306   57.73396    2.04913   76.13155   82.26397    1.22258    5.14111   -0.00035    0.90154   17.01345   13.64381   35.71429   50.00000  -14.28571    4.22861   -2.06519  -14.88897   -6.09517  -34.97351   14.65730
20160708   60.43663   67.33103    3.47732   82.44366   87.49950    2.04193   25.00687    0.30243   -0.17674   21.77106   13.81089  100.00000   42.85714   57.14286   17.89552    1.53722   15.57060   -6.11401   20.83402   14.55397
20160711   61.69754   69.28697    4.55068   85.10981   90.21797    2.61815   31.29880    1.72480   -0.95602   20.51720   14.27503  100.00000   35.71429   64.28571   18.83302   -6.18562   20.62537   -1.50677   40.49438   38.76330
20160712   64.23433   73.16109    5.57502   88.65733   92.77794    3.19621   28.24160    4.16029   -0.00285   20.64180   15.03002  100.00000   28.57143   71.42857   23.06399    9.32830   13.24210   -1.90740   44.43515   55.51738
20160713   64.14569   72.95309    5.83154   89.84780   94.13371    3.35542   34.65378    7.98658    0.17449    8.97061   15.77090  100.00000   21.42857   78.57143   16.46177    1.33472  -14.83637  -13.81189   42.97345   45.32873
20160714   66.15561   76.11852    6.30300   90.11925   95.07175    3.52996   32.71385   11.96972    0.54239    4.45733   16.78403  100.00000   14.28571   85.71429   17.20048    7.61051  -18.01940   -1.44674   15.21652   36.66059
20160715   65.20439   73.68724    5.98999   83.72490   94.57218    3.34354   36.31196   19.27808    0.00007   -6.56993   17.55303  100.00000    7.14286   92.85714    8.46512  -20.19569  -21.31063  -29.65351   -1.55687   18.64125
20160718   66.24961   75.51227    5.58819   83.56316   95.12275    3.14002   38.82994   24.20714   -0.55259    3.27811   18.26710   92.85714    0.00000   92.85714    8.20717  -27.66653   -2.00122  -31.61485  -25.22115   22.69006
20160719   65.44652   73.26348    4.90860   78.76631   94.52443    2.74300   38.69451   32.47112   -2.25279    8.96049   18.90788   85.71429    0.00000   85.71429    3.43971  -29.90876    0.13153  -39.96908  -30.79112   29.13122
20160720   67.19820   76.59055    4.52917   81.31328   95.48622    2.50076   37.55127   37.14306   -3.25686   20.40775   19.86590  100.00000    0.00000  100.00000    7.49945  -16.35881   27.03454  -35.33336  -36.63763   23.89040
20160721   64.01414   67.64337    3.60001   69.74351   93.43468    1.96415   22.29011   40.64227   -1.81968    8.81451   20.48887   92.85714    0.00000   92.85714   -0.36433  -33.74584  -10.78634  -36.87731  -36.54341   23.14100
20160722   66.06294   72.13616    3.17378   77.34071   95.20319    1.68166   16.19811   46.58317   -0.62043   19.16093   21.09538   85.71429   14.28571   71.42857    5.73902   -5.59444   24.02846  -31.62766  -35.11748   19.86001
20160725   63.68785   65.66605    2.45216   71.10230   94.47465    1.20916    9.44242   43.69735   -0.36650   11.12838   21.57083   78.57143    7.14286   71.42857    0.08012  -27.34415  -10.36162  -32.18449  -36.05159   24.13470
20160726   63.92442   66.26396    1.69780   67.97787   93.95197    0.79922    6.08281   37.48268   -0.74281   11.90707   21.86355   71.42857    0.00000   71.42857    0.51957  -19.79064    3.03849  -31.99585  -40.66412   20.27955
20160727   62.90850   63.30357    0.79646   63.17491   91.66866    0.37207    1.48172   30.97737   -0.45356    2.43880   22.03154   64.28571    0.00000   64.28571   -2.47213  -23.42359   -7.37596  -35.73864  -41.78915   21.00138
20160728   63.58591   65.27107    0.16504   64.93316   89.92110    0.06643    0.99704   26.99660   -0.75531    8.40997   22.18753   57.14286    0.00000   57.14286    0.80021   -8.29635   14.89185  -38.52419  -45.19060   27.74824
20160729   64.56165   68.06731   -0.19950   69.33051   89.87439   -0.12409    0.50897   23.57645   -0.00481   15.13908   22.54655  100.00000    0.00000  100.00000    3.33335   14.12499   17.82850  -42.19289  -46.69085   40.15176
20160801   63.61784   64.93158   -0.39175   67.89575   86.07805   -0.35467    0.39608   20.21119   -0.00146    8.92439   22.93602  100.00000    0.00000  100.00000    1.77968   -1.21865    1.31123  -43.84890  -46.61705   32.51686
20160802   56.71952   45.88139   -1.42572   55.86975   67.99128   -0.87799   -0.35646   11.50831   -0.25438   -1.15278   21.81061   92.85714    0.00000   92.85714  -12.48508  -38.38729  -31.90470  -37.20646  -26.69238   22.40398
20160803   58.89500   53.14940   -1.74036   54.67050   62.75152   -1.08759   -0.39744    7.49927   -0.87054   10.40462   20.76559   85.71429   92.85714   -7.14286   -4.20287   -8.08634   13.35926  -34.60237  -25.08938   24.90394
20160804   59.69163   55.68445   -2.03780   57.62334   63.01069   -1.17946   -1.17608    3.52450   -0.00042    9.25254   19.40296   78.57143  100.00000  -21.42857   -1.05142   12.90098   14.72660  -32.95025  -26.24152   33.39809
20160805   65.26964   70.17358   -1.27162   71.33011   74.92167   -0.83159    0.03800    2.76133    0.63847   23.85293   18.82640  100.00000   92.85714    7.14286   18.33537   39.22170   31.97875  -19.89339   -1.87515   34.60964
20160808   64.56289   68.26102   -0.91204   77.21772   79.61210   -0.66704    0.77155    2.33084    2.06721   12.41043   18.46099  100.00000   85.71429   14.28571   15.26171   23.57159    1.80486  -20.51039    9.61444   32.17138
20160809   64.97136   69.23913   -0.49339   80.52505   82.12130   -0.56386    3.82545    2.75279    2.55309   11.13058   18.26567  100.00000   78.57143   21.42857   14.77159   14.05072  -12.25802  -31.81543   -1.71416   27.16262
20160810   61.78576   60.24282   -0.78879   78.73872   79.80289   -0.65854    4.98497    2.04808    0.96072   -1.27960   17.61824   92.85714   71.42857   21.42857    2.78847   -8.48472  -25.47240  -32.78409  -20.03287   24.33299
20160811   65.22062   69.02503   -0.55461   82.00492   84.47410   -0.51118    8.31439    3.46865    0.40205    4.44844   17.36985  100.00000   64.28571   35.71429   11.07209   10.00722   -4.51372  -26.53630  -42.29454   23.65878
20160812   64.05404   65.83290   -0.32994   78.64592   86.23759   -0.49717   14.27348    4.61706   -0.00271    7.92729   17.13919   92.85714   57.14286   35.71429    3.87625  -10.72100   -7.67753  -38.81604  -41.29238   22.19276
20160815   66.21141   71.01628    0.87819   79.74311   88.22182   -0.37638   21.01005    6.03292   -0.51535    9.95279   17.44311  100.00000   50.00000   50.00000   10.65482   -5.77561   19.40857  -35.78223  -34.23469   22.15703
20160816   59.33222   53.90246    0.63678   63.88125   82.37015   -0.60150   10.37545    5.29835   -2.26541   -2.16267   16.89459   92.85714   42.85714   50.00000   -5.27819  -33.07344  -15.54767  -27.52230  -32.67898   16.37237
20160817   60.91898   58.17003    0.44866   60.73310   81.07248   -0.67362    3.26696    6.45451   -1.49188    2.72390   15.73808   85.71429   35.71429   50.00000    0.12492  -15.42435    8.09572  -28.70550  -40.63390   17.84012
20160818   62.78763   62.95200    0.74002   65.22085   83.31866   -0.62597    1.15549    7.70852    0.00010   15.63635   14.84318   78.57143   28.57143   50.00000    4.28491   13.22968   12.33977  -33.06929  -39.58938   20.01505
20160819   60.74501   57.90841    0.48615   63.91151   82.78435   -0.69203    1.14927    8.77368   -0.04339   16.41526   13.92577   71.42857   21.42857   50.00000   -0.09255   -9.78829   -2.69976  -32.04637  -39.89103   15.84498
20160822   60.67870   57.74008   -0.08260   69.38125   82.36478   -0.75245    0.75194    8.87911   -0.17988   18.25347   13.03200   64.28571   14.28571   50.00000   -0.41341   -9.41809    1.11430  -35.71552  -44.28847   21.08084
20160823   62.61607   63.23666   -0.09178   71.44806   84.31795   -0.70015    1.13059    9.61829   -0.03136   10.56921   12.65311  100.00000    7.14286   92.85714    6.43173    9.89438   16.04162  -39.69972  -46.69287   15.78124
20160824   55.16529   45.61678   -0.89314   54.92364   71.25866   -0.94012   -0.06238    6.89802   -0.03446   -2.07517   12.40878   92.85714    0.00000   92.85714   -9.95640  -31.74866  -27.52747  -35.48742  -40.39359   13.99137
20160825   54.23426   43.71316   -1.57081   43.33816   56.29069   -1.12380   -0.65763    4.38615   -0.61968    3.97013   12.28033   85.71429    0.00000   85.71429  -10.67667  -24.43893  -10.23045  -38.01451  -36.22601    9.13568
20160826   51.66829   38.58078   -2.39027   39.24012   47.87514   -1.32055   -2.12721    1.85103   -0.59670   -0.77439   12.81063   78.57143  100.00000  -21.42857  -12.18747  -24.00877   -5.79565  -37.29104  -28.80372    0.65948
20160829   57.34089   54.75525   -2.22975   47.15439   52.91107   -1.16751   -0.49331    1.39225   -0.35905   11.43856   13.30304   71.42857   92.85714  -21.42857    3.50000   21.01493   34.44360  -28.70896  -30.18644    8.03255
20160830   55.00211   49.62596   -2.27539   51.76163   52.68679   -1.13351   -1.48438    0.33172    0.00082    5.62458   13.79491   64.28571   85.71429  -21.42857   -0.41564   11.99337    9.79460  -28.95652  -42.14711   15.86348
20160831   51.13359   41.76432   -2.85980   47.63241   46.36841   -1.23402   -4.16836    0.00031    0.02471    1.85814   14.83769   57.14286   78.57143  -21.42857   -5.65518   -8.31953  -15.57271  -33.43702  -40.06009   12.41533
20160901   51.19299   41.93677   -3.11239   46.42591   43.61045   -1.26397   -3.55001   -0.30117    0.00804    1.73622   16.07427   50.00000  100.00000  -50.00000   -4.52706   -0.47543   -5.61162  -34.29981  -38.81412   13.23732
20160902   56.76138   56.66371   -2.48680   58.41541   50.92203   -1.01872   -0.70095   -0.27061    1.00716    1.17280   16.01745   42.85714   92.85714  -50.00000    8.78565   31.90132   17.83969  -27.68191  -37.99228    8.93989
20160906   60.06590   63.86511   -1.63625   71.30612   61.95902   -0.68639    0.00448   -0.07575    4.35050    5.74571   15.72368   35.71429   85.71429  -50.00000   13.98904   32.24240   11.66001  -26.04406  -27.79224   11.79308
20160907   59.91650   63.49218   -1.09794   78.67635   69.13030   -0.47409    3.29716   -0.00940    1.36794    8.05266   15.35135   28.57143   78.57143  -50.00000   12.16959   18.39904   -4.97822  -26.51211  -21.00810   22.15085
20160908   56.15506   54.25034   -1.07749   78.36486   69.24237   -0.45879    5.10207   -0.04723    0.11783    4.27869   15.13168   21.42857   71.42857  -50.00000    3.52420  -12.35027  -22.13379  -24.61284  -29.91865   24.59160
