Date RSI14 RSI7 MACD STOCH5 STOCH14 PPO TREND10 TREND20 QUADTREND10 INTENSITY ADX14 AROONUP14 AROONDOWN14 AROON_DIFF CLOSE_MA_DIFF LIN_DEV QUAD_DEV PRICE_OSC VAR_RATIO MONEYFLOW
20131003   47.05202   38.06888   -2.89299   42.67924   30.24641   -1.30311   -6.17866    0.40527    0.02397    6.83187   14.79948   28.57143  100.00000  -71.42857  -15.10644  -22.96308  -29.35776   13.34166    1.05333   -3.80715
20131004   52.57199   50.19585   -2.55768   54.14109   31.71067   -1.20427   -2.41673    0.00356    0.05197   18.56390   14.48120   21.42857   92.85714  -71.42857    3.17608   22.16862   14.97820   19.71023    0.62247   12.15649
20131007   46.56193   39.75458   -3.31294   43.48669   24.46329   -1.55328   -3.13214   -0.16913   -0.02142   15.48380   14.38461   14.28571   85.71429  -71.42857  -13.22980  -22.29042  -16.90226   25.92605   13.05230    7.69903
20131008   39.98666   30.02312   -4.88919   29.99610   16.84953   -2.31162   -6.80546   -1.66956   -1.20694   -2.58307   15.43817    7.14286  100.00000  -92.85714  -29.95379  -36.71660  -24.60048   31.70617   42.42781   -1.26166
20131009   40.54359   31.23275   -5.56314   27.87112   15.80578   -2.65691  -11.41192   -4.18238   -0.74865   -4.30410   16.82215    0.00000  100.00000 -100.00000  -21.85248  -16.94076    5.84784   30.95111   42.05341    9.16655
20131010   54.16024   57.00508   -3.52441   51.27985   35.80956   -1.67095   -1.68610   -4.41730    0.01506    5.87614   15.78265    0.00000   92.85714  -92.85714   20.47343   36.83540   34.43008   43.81154   47.10633   20.38599
20131011   57.37040   62.06885   -1.46037   67.17440   55.70613   -0.65138   -0.00943   -3.75676    2.23384   19.90134   15.09675    0.00000   85.71429  -85.71429   26.15193   32.37269   19.30711   43.41092   49.27483   24.99473
20131014   59.28601   65.06370    0.23884   77.40379   69.75828    0.21164    0.11074   -1.98271    9.20007   29.52024   14.86171  100.00000   78.57143   21.42857   28.96926   26.45778   -3.45579   37.47923   49.88830   30.11669
20131015   54.47849   55.70647    0.53299   77.63466   72.53765    0.35183    1.75134   -1.29487    5.61674   17.46922   14.68068  100.00000   71.42857   28.57143   13.06090    2.78206  -26.42308   28.67578   49.00068   14.24541
20131016   60.98962   66.46169    2.07669   84.48127   81.29859    1.11756    8.94879   -0.04079    1.94117   23.33517   15.03956  100.00000   64.28571   35.71429   25.53931   17.18259   -5.07763   44.59060   25.07309   17.44615
20131017   63.70276   70.51492    3.48184   88.92155   87.15315    1.86062   15.88340    0.11383    1.19964   32.62576   15.91349  100.00000   57.14286   42.85714   23.68935   14.48180   -7.24545   22.58836   37.14384   29.59132
20131018   66.27255   74.21352    4.86988   91.87775   91.03465    2.54739   29.75975    1.60686    0.02479   33.08811   17.21493  100.00000   50.00000   50.00000   26.46374    8.48095    0.08293   22.58991   45.93680   30.80621
20131021   66.29458   74.24582    5.49000   92.37555   92.88152    2.81148   42.00242    5.05924   -0.11965   27.41109   18.51787  100.00000   42.85714   57.14286   20.66753  -17.08773   -1.89851   14.16077   46.82201   35.68028
20131022   68.52435   77.55074    6.08021   91.64053   93.73391    3.08431   42.76517    9.75361   -0.10323   27.81492   20.17071  100.00000   35.71429   64.28571   22.96632   -9.21574    5.08243    9.11155   26.81090   51.15414
20131023   64.69100   68.96323    5.61423   84.54987   91.84575    2.80246   35.05295   15.44619   -0.01437   20.90350   21.30492   92.85714   28.57143   64.28571    6.10752  -30.27031  -24.87340  -14.86627   -8.67803   52.48933
20131024   66.10111   71.50506    5.14412   78.95618   92.28308    2.59669   30.72462   24.80228   -0.17939   21.68391   22.54870   85.71429   21.42857   64.28571    6.83970  -21.77381   -7.63541  -22.33776  -33.09275   46.01130
20131025   67.99916   74.82263    5.34459   85.15376   94.71007    2.50546   34.02667   31.74208   -0.70340   26.03161   23.94736  100.00000   14.28571   85.71429   10.60279  -12.56023   11.88875  -25.48648  -22.03934   45.23367
20131028   68.66056   75.96526    5.17443   86.91521   95.80335    2.33474   37.88111   34.35878   -2.51293   28.28385   25.42311  100.00000    7.14286   92.85714   10.61866  -15.06338   21.68126  -21.80418  -20.96437   40.77783
20131029   70.83958   79.59275    5.08288   90.56535   96.96911    2.30546   32.94745   41.04193   -0.03772   31.20811   27.07137  100.00000    0.00000  100.00000   15.95378   11.27725   22.20402  -22.72860    2.79862   60.18341
20131030   66.19902   68.32900    3.87122   80.15436   93.32645    1.84493   19.18869   41.42995   -0.01712   17.49280   27.90119  100.00000    0.00000  100.00000    4.55189  -28.58217  -22.21126  -22.25779  -18.26120   44.06426
20131031   63.64762   62.46850    2.53867   62.26730   88.74971    1.24409    9.04657   38.40312   -0.18188    9.84511   28.54606   92.85714    0.00000   92.85714   -3.61164  -33.55622  -24.49040  -22.73378  -31.60889   25.54340
20131101   64.87253   65.37897    1.59366   55.92243   87.11032    0.84466    5.81555   36.21576   -0.68092   10.52190   28.83646   85.71429    0.00000   85.71429   -0.74582  -18.20274    2.34492  -26.19009  -33.55773   21.35211
20131104   66.65814   69.45712    1.49740   60.71734   88.10775    0.64681    5.71471   33.81676   -0.21859   11.34609   29.25435   78.57143    0.00000   78.57143    4.97896    3.01432   16.43769  -21.95526  -31.76251   27.97801
20131105   63.51742   61.78736    0.58521   55.76219   85.37286    0.25031    4.37307   28.14028   -2.15372   11.15579   29.21148   71.42857    0.00000   71.42857   -1.96916  -20.32107    6.02211  -26.70504  -41.19250   26.86940
20131106   66.26802   68.34165    0.85558   65.68343   87.41521    0.16260    2.98812   26.71099   -0.04735   11.18765   29.58486   64.28571    0.00000   64.28571    9.44602   15.37442   22.12897  -24.47697  -32.40424   26.79778
20131107   55.12728   45.61997   -1.23599   45.75652   67.06317   -0.61670   -0.02709   15.75503   -0.53750   -7.06069   28.28316  100.00000    0.00000  100.00000  -16.42319  -37.64052  -30.04388   -0.72555  -12.64043    8.95069
20131108   62.31568   61.39634   -1.11012   59.78721   74.87219   -0.48270    0.00000   12.05119    0.02380   12.05475   27.07443   92.85714   14.28571   78.57143   10.69859   27.29069   23.12825   24.72129   -6.08013   13.18080
20131111   62.39817   61.56177   -0.82262   69.48831   80.35002   -0.44390    0.03441   10.57789    0.68372   15.52385   26.10408   85.71429    7.14286   78.57143    9.19701   19.47044    4.57750   17.68749   -1.35742   12.38944
20131112   60.68200   58.07808   -1.00485   71.78859   79.65824   -0.57620    1.07912    8.35687    0.02694   13.16248   24.71912   78.57143    0.00000   78.57143    4.23136   -0.62082   -5.94421   15.60730   -1.39166    7.31418
20131113   64.79470   66.73889   -0.75144   80.73837   85.98481   -0.30294    4.36658    6.82778    0.28774   26.58298   24.18595  100.00000    0.00000  100.00000   18.42340   24.54376   14.48894   22.83503   14.62145   20.90262
20131114   67.11616   71.10370   -0.00441   86.06485   89.58361    0.05851    6.84561    8.44817    1.69833   31.06580   24.28888  100.00000   64.28571   35.71429   25.42270   26.45226    6.49605    1.25452   -4.77495   36.71385
20131115   69.04313   74.52278    0.83600   90.13097   92.62047    0.42315   12.34750   12.09513    2.40648   33.77871   24.76454  100.00000   57.14286   42.85714   24.85012   23.00000   -4.94934  -24.22117   15.72413   40.54471
20131118   65.69473   67.04755    0.82877   85.25734   88.80855    0.37442   21.28042   11.04074    0.23915   19.74926   25.40421  100.00000   50.00000   50.00000   11.93438   -8.53278  -22.94777  -14.32709    9.70093   28.04522
20131119   63.63722   62.51835    0.45932   79.06017   84.00229    0.13732   19.30266   11.64848   -0.00430   11.91206   25.68292   92.85714   42.85714   50.00000    2.59776  -23.04313  -20.16112  -12.54903  -28.94004   22.10810
20131120   60.69811   56.16382   -0.43370   59.18840   77.54645   -0.25305   12.64291   10.68548   -3.06036    1.23811   25.19730   85.71429   35.71429   50.00000   -8.86375  -32.78346  -10.68936  -24.73996  -30.77104   13.00821
20131121   65.15496   66.40763   -0.06220   64.98727   81.60443   -0.15858    8.13724   10.49463   -0.56514   11.75539   24.82674   78.57143   28.57143   50.00000    7.53432    1.56245   21.66885  -18.46149  -26.39263   34.57650
20131122   67.62614   71.29856    0.50439   76.42421   87.62643    0.08254    9.81742   11.97180   -0.10998   22.73616   24.98868  100.00000   21.42857   78.57143   15.81980   14.49890   24.91967  -17.44819  -10.79324   30.68931
20131125   66.60897   68.95657    0.70729   78.64020   88.94289    0.10096   11.75452   14.95224   -0.04512    8.21516   25.34693  100.00000   14.28571   85.71429   12.30214    0.72967    8.04703  -22.77453   -3.42164   25.21259
20131126   66.75838   69.28319    0.89118   80.20437   89.84216    0.04329    9.79360   19.12954    0.13565    5.84230   25.71096  100.00000    7.14286   92.85714   10.28915    2.50975   -7.40828  -26.21840   -6.28923   20.50379
20131127   68.11252   72.28177    1.06167   85.12214   92.60207    0.04929   11.24565   25.70676    1.42788   12.36752   26.06244  100.00000    0.00000  100.00000   12.00302   10.33318  -10.81824  -26.45578  -39.01902   14.55374
20131129   67.30748   70.10495    1.44615   77.45548   90.65109   -0.06070   12.03181   28.66829    0.43455    4.09819   26.73068  100.00000    0.00000  100.00000    4.47748   -3.97062  -18.62753  -39.70757  -47.54562    2.94681
20131202   64.11006   61.62157    0.65325   57.85877   86.58188   -0.33430   13.02285   26.67063   -0.34711   -5.33355   26.63350   92.85714   14.28571   78.57143   -3.88340  -28.60120  -17.24317  -42.26104  -46.48585  -12.63532
20131203   59.09459   49.92784   -0.44164   46.06610   79.27609   -0.78183    3.70851   21.22911   -6.84639   -6.90588   25.32903   85.71429    7.14286   78.57143  -12.36807  -34.88336  -14.11035  -37.90265  -35.40741   -7.70431
20131204   58.96684   49.64520   -1.56587   44.23990   68.32333   -1.10244    0.18375   13.37676   -9.81955   -0.25137   23.69455   78.57143    0.00000   78.57143  -10.24872  -24.48957   24.66761  -37.58307  -29.17485    1.20323
20131205   54.01384   39.39677   -2.41626   35.27821   54.03724   -1.53966   -2.19191    8.63070   -5.50452   -9.01871   22.17681   71.42857   28.57143   42.85714  -17.05109  -30.77815    4.56595  -34.63503  -21.74145    0.41539
20131206   62.58307   62.35251   -1.99296   51.54957   62.19587   -1.24196   -1.49697    5.38543    0.00009   -5.14529   21.60383   64.28571   21.42857   42.85714   11.39586   36.94597   36.44796  -11.39363  -23.43650    1.62751
20131209   64.23402   65.82626   -1.27954   64.98883   71.70232   -0.92802   -0.06788    5.21531    1.49783   -5.95892   21.48010   57.14286   14.28571   42.85714   17.86212   32.39128   20.28035  -11.06213  -11.25761   -7.25354
20131210   60.19262   57.13557   -1.47329   67.42225   72.29282   -0.92870   -0.00367    4.13234    3.25854  -10.32877   20.83064   50.00000    7.14286   42.85714    7.72523   10.89630  -14.29295  -12.84595  -11.98162  -10.30796
20131211   49.68008   38.57816   -3.24879   47.26156   51.82305   -1.51142   -0.62058    0.67963    0.03211  -23.41094   20.19769   42.85714    0.00000   42.85714  -19.31308  -28.71276  -32.29721   18.67671    1.06088  -17.79453
20131212   47.10466   34.75033   -4.55631   34.66205   37.63977   -2.02384   -1.78125    0.00214   -0.39418  -26.57294   20.07959   35.71429  100.00000  -64.28571  -24.45559  -26.50680  -17.35297   15.15313   12.99958  -23.88913
20131213   47.01604   34.61504   -5.36775   26.09251   28.01780   -2.30009   -2.71199   -0.06737   -2.26108  -28.65832   19.96992   28.57143   92.85714  -64.28571  -23.16567  -16.83214    4.83510  -14.74651   16.79469  -22.09910
20131216   52.39023   47.81943   -5.02130   30.91406   30.87609   -2.08766   -2.05843   -0.11384   -1.33963  -21.80606   18.86360   21.42857   85.71429  -64.28571   -2.49601    9.68243   26.65282   -3.40238   -7.74632  -19.95335
20131217   49.60725   42.65769   -5.00578   30.20996   28.01918   -2.05059   -3.53672   -0.48041   -0.25290  -27.68597   18.29584   14.28571   78.57143  -64.28571   -4.29057    2.79258   12.95773   -2.97986  -40.44856  -22.57409
20131218   61.41653   65.74077   -3.03558   53.24656   51.63647   -1.09511   -0.04249   -0.15069    0.86545  -13.05062   17.83853    7.14286  100.00000  -92.85714   31.35743   35.80492   27.18943   12.29054   12.54292   -3.57070
20131219   60.36749   63.68145   -1.53180   67.01684   65.94345   -0.53650   -0.00029   -0.17314   10.42140   -5.11550   17.41388    0.00000   92.85714  -92.85714   25.36193   25.81522   -9.44107    5.92943   19.41260    8.95712
20131220   63.72195   69.31795    0.00684   75.46415   74.74856    0.10220    0.91522   -0.00533   11.08228    6.55985   17.75036  100.00000   85.71429   14.28571   28.77499   23.73024  -21.16823   26.59902   19.81453    8.08528
20131223   66.53936   73.71445    1.57893   83.05866   82.58160    0.73228   16.94244    0.05877    7.51185    6.71882   18.39712  100.00000   78.57143   21.42857   29.39214   19.48052  -19.51508   24.85333   23.86412   12.43266
20131224   67.65494   75.40969    2.69337   88.30461   87.98657    1.16008   39.29277    0.66953    0.39913   19.57368   19.18346  100.00000   71.42857   28.57143   25.56238    4.10060  -19.49994   23.20538  -13.48305   19.76650
20131226   70.14716   79.07119    3.73370   91.41422   91.55228    1.58322   46.50884    3.97541    0.00193   24.25607   20.36478  100.00000   64.28571   35.71429   24.12616   -1.58246   -6.51528  -13.00513   -3.32343   33.66984
20131227   70.08457   78.92362    4.21243   91.22917   92.96114    1.71494   48.87994    9.90829   -0.10652   12.23679   21.56192  100.00000   57.14286   42.85714   17.77481  -25.77737  -12.26505  -12.49636  -20.84531   37.18121
20131230   69.88322   78.41175    4.71954   88.46562   93.77240    1.64924   47.54839   20.92441   -0.79648    8.03450   22.59053   92.85714   50.00000   42.85714   10.29419  -29.78812  -10.13446  -27.64379  -36.89536   41.82268
20131231   72.36195   82.29517    5.23093   92.31042   95.84827    1.70782   47.34728   30.32433   -1.75570   18.92367   23.87046  100.00000   42.85714   57.14286   15.11561  -16.41571   18.63476  -28.85489  -37.46782   53.06334
20140102   61.30697   57.67166    3.08397   68.17677   90.14716    1.11256   18.83638   22.63680   -2.06468    7.27228   23.63389   92.85714   35.71429   57.14286  -10.49108  -40.97158  -31.61824   -9.03232  -37.55235   49.26370
20140103   61.13652   57.33251    1.83089   51.63527   86.22635    0.61521    7.13367   23.31158   -7.79605   -0.44851   23.41421   85.71429   28.57143   57.14286  -11.28233  -31.13269    2.98495  -22.80133  -32.85055   28.50456
20140106   58.06432   51.13321    0.68653   37.99942   81.49084    0.06613    0.22821   17.34280  -10.67381  -14.07231   22.70391   78.57143   21.42857   57.14286  -14.91688  -28.63450   10.44830  -13.45775  -25.71141   13.30032
20140107   62.36769   61.41786    0.27787   43.21273   82.81702   -0.03217   -0.00259   16.91026   -2.85746   -6.72677   22.20378   71.42857   14.28571   57.14286    1.79795    7.20767   32.20602    5.83606  -27.50256    8.21365
20140108   62.51572   61.75345   -0.07375   52.92918   83.86136   -0.14040   -0.23263   19.08681   -0.04321   -4.15589   21.67994   64.28571    7.14286   57.14286    3.10261   13.14400   18.82737   -8.03669  -42.78018    5.65786
20140109   62.98583   62.88272   -0.29153   60.65203   82.17841   -0.22679   -0.69294   22.43515    0.65654   -9.79064   21.42029   57.14286    0.00000   57.14286    7.23326   19.68991    5.66340  -33.10289  -40.94174    4.60618
20140110   64.95794   67.54165   -0.25880   72.52191   83.66907   -0.18993   -0.01163   19.54280    3.74254   -5.19647   21.24888   50.00000    0.00000   50.00000   11.87110   24.57268    2.05209  -26.32053  -37.13436    9.46313
20140113   50.70287   39.32460   -2.26636   52.39892   59.26201   -0.89009   -0.53051    9.76736    0.00166  -16.55134   20.00631   42.85714    0.00000   42.85714  -19.65069  -31.84081  -33.24539    4.08002  -25.18423   -1.24329
20140114   58.60858   56.47103   -2.11569   61.90070   62.69251   -0.79188   -0.04802    6.08246    0.10612   -1.78093   18.85250   35.71429   92.85714  -57.14286    4.25422   16.60523    8.78833   16.52415  -24.38293    7.42588
20140115   61.89820   62.63024   -1.32541   72.00782   72.53569   -0.47003    0.83081    4.38986    0.01180    6.60418   18.23247  100.00000   85.71429   14.28571   14.84670   24.64141   21.06340   29.74652  -16.09806    4.21057
20140116   60.64022   60.22071   -1.02676   76.52438   76.87629   -0.36341    2.39529    2.81815    0.03527    8.45910   17.65673   92.85714   78.57143   14.28571    9.89044    8.56625    2.84025   31.76812  -12.93981   12.88221
20140117   56.61201   52.55225   -1.50955   72.31312   72.54773   -0.54470    1.86550    1.54864   -0.00314   -0.49632   16.61914   85.71429   71.42857   14.28571   -0.96158  -14.19003  -12.04655   34.78305  -13.89167   11.66141
20140121   58.65939   56.97707   -1.66468   73.06977   74.66192   -0.53201    0.61984    0.82560    0.06881   -5.93180   15.94212   78.57143   64.28571   14.28571    7.22137    2.59201   -4.02280    6.71214  -43.36150   21.40826
20140122   59.12111   57.99288   -1.48025   70.76006   77.18267   -0.51296    1.08131    0.50330    0.02544  -10.04536   15.31346   71.42857   57.14286   14.28571    2.46405    1.23037   -3.50995  -22.49591  -45.17586   20.78147
20140123   51.35022   43.06678   -2.69110   58.13367   64.88118   -0.93905    0.02267    0.02769   -0.32673  -12.39297   15.53659   64.28571   50.00000   14.28571  -17.59318  -27.92633  -19.48210  -12.10060  -35.24259   19.77468
20140124   37.60298   24.25572   -6.09151   39.09247   43.58144   -2.28562   -1.29222   -0.23246   -5.43596  -21.67370   17.31039   57.14286  100.00000  -42.85714  -41.84120  -40.16743  -29.80011   38.36511   33.97536   -2.15065
20140127   35.30601   21.75417   -8.30890   29.93961   32.84800   -3.30326   -4.29667   -1.14188   -8.96455  -24.86340   19.56270   50.00000  100.00000  -50.00000  -39.85702  -29.94699    8.22009   38.53384   46.20492  -13.22990
20140128   40.05599   31.65907   -8.64348   28.68486   30.21106   -3.50884  -14.86878   -2.35057   -1.53871   -8.58004   21.65413   42.85714   92.85714  -50.00000  -24.74338   -1.19651   31.04014   43.08798   44.65365    1.78931
20140129   35.50142   25.53932   -9.55687   21.52613   22.08449   -3.96387  -27.40334   -3.80255   -0.30649   -8.92637   23.98620   35.71429  100.00000  -64.28571  -29.10531   -6.80423   12.99757   48.41068   34.31094  -13.09378
20140130   43.11491   40.26384   -8.31089   30.73829   24.44176   -3.53144  -24.22674   -4.24011    0.01263   -4.37289   24.99899   28.57143   92.85714  -64.28571    0.16933   29.79711   25.78361   48.72070  -24.44121  -14.71696
20140131   40.25670   35.66788   -7.69269   35.28154   21.67079   -3.37990  -18.79584   -7.12534    0.41532    5.45676   26.41191   21.42857   85.71429  -64.28571   -3.10480   19.45603    2.61109   33.34136  -24.94151  -14.72755
20140203   31.63213   23.64323   -9.03405   25.41622   15.46729   -4.23837  -17.73347   -9.43611    0.06874  -10.74708   28.55177   14.28571  100.00000  -85.71429  -31.86552  -20.48552  -30.46516   48.18436   36.65012  -24.18595
20140204   36.11658   31.80412   -8.72388   25.64013   14.99221   -4.20452  -17.04597  -12.76948    0.11397   -4.22717   30.53878    7.14286   92.85714  -85.71429  -18.17749    8.32943   -4.32904   48.41145   37.28307  -19.93837
20140205   35.66217   31.10450   -8.03984   25.07150   14.39502   -4.00878  -13.63815  -15.58259    0.00663    0.40331   32.47909    0.00000  100.00000 -100.00000  -13.99014    7.63106    3.06298   44.14585   40.10570  -13.96301
20140206   43.67314   45.72507   -5.92323   39.23551   20.95910   -3.00125   -6.03165  -15.98744    0.02207   15.04695   32.74455   14.28571   92.85714  -78.57143    8.58333   30.37044   26.92584   45.23668   27.23783   -8.08244
20140207   50.05162   56.08053   -2.95541   58.46219   31.96554   -1.55786   -0.24717  -13.39301    3.15142   21.90311   31.48746    7.14286   85.71429  -78.57143   26.21436   34.26839   21.44872   47.79703   41.81219   11.64690
20140210   50.94890   57.49959   -1.26996   71.99360   40.64739   -0.43819    0.01091  -13.89495   12.56975   23.90172   30.20718    0.00000   78.57143  -78.57143   26.55900   25.22715   -4.24728   19.47745   43.31672   20.06263
20140211   56.02748   65.30696    1.60403   79.57266   55.54708    0.88512    3.80125   -8.86395   11.86544   30.74093   28.29068    0.00000   71.42857  -71.42857   31.17946   25.37787   -6.92435   26.15329   46.76089   20.29447
20140212   56.25016   65.64308    3.30406   83.05282   67.58696    1.73174   12.86419   -4.73596   11.22158   23.78006   26.68878    0.00000   64.28571  -64.28571   24.32422   12.58763  -26.91826   24.47438   34.40393   25.97714
20140213   58.60952   69.27327    4.84959   87.54402   77.72393    2.47020   25.74595   -1.13085    0.72455   32.69011   24.80892  100.00000   57.14286   42.85714   20.68066    3.59325  -18.47777    3.42851   16.05817   29.96135
20140214   61.04086   72.86736    6.10668   89.49539   84.08514    3.11399   40.78381   -0.02765   -0.02396   36.25574   23.56354  100.00000   50.00000   50.00000   19.53453  -18.59704   -3.53333  -15.09816   18.45740   35.34200
20140218   61.57030   73.65045    6.72742   91.12424   88.61706    3.43279   40.10551    0.07407   -0.21834   32.28339   22.46814  100.00000   42.85714   57.14286   15.12755  -28.36952   -5.58665  -17.22512   -5.36603   60.92417
20140219   56.94787   62.06048    6.01442   78.46799   86.68777    3.12024   34.69357    1.38654   -2.45898   22.38027   21.01606  100.00000   35.71429   64.28571   -0.31597  -37.43871  -22.74590  -27.23021  -15.85795   46.98705
20140220   59.82343   67.36454    5.78465   78.76857   88.60452    3.06672   25.94712    6.41385   -1.76719   25.33232   19.51785   92.85714   28.57143   64.28571    6.07721  -22.75045   18.80401  -13.39680  -31.39658   46.26272
20140221   58.99813   65.29348    5.27437   70.81001   89.25947    2.81019   17.04765   16.67639   -1.59499   12.70795   18.33672   85.71429   21.42857   64.28571    1.61450  -25.35940    7.87090  -22.77192  -37.59894   25.88866
20140224   61.75763   70.44263    5.19331   68.89718   89.51708    2.77583   13.73413   19.99927   -0.75229   15.29920   17.91494  100.00000   14.28571   85.71429    8.27880   -2.50696   26.55927  -22.80104  -26.32250   10.89984
20140225   61.45152   69.61450    4.76650   66.96365   89.50096    2.57267   11.23779   21.23578   -0.06325    9.77296   17.52330   92.85714    7.14286   85.71429    6.53244   -5.11819    7.01563  -22.42282  -20.13121    2.11111
20140226   61.48104   69.67422    4.27043   65.76915   89.03592    2.29147    8.68984   26.51789   -0.04569    4.31272   17.16526   85.71429    0.00000   85.71429    5.66074   -9.54310    0.53107  -34.63413  -36.74583   -6.45779
20140227   64.31681   75.16212    4.15183   72.49836   91.38408    2.23525    9.62554   28.88145    0.12392   18.04163   16.99142   78.57143    0.00000   78.57143   10.61975   22.85422   11.02966  -36.27321  -24.66995    5.09450
20140228   65.63667   77.46683    3.88968   71.94768   90.64562    2.17889    9.23976   29.11609    0.76500   18.90403   17.52867  100.00000    0.00000  100.00000   11.73043   22.43922   -3.67194  -33.40977  -24.90752   -0.32614
20140303   59.07678   59.50875    2.77286   60.02408   83.59037    1.63401    6.20859   27.79188   -0.00066   17.84012   17.03603   92.85714    0.00000   92.85714   -3.00571  -32.16867  -30.55645  -31.06672  -24.38329    1.17116
20140304   66.28009   73.65200    2.99271   70.19731   87.19548    1.87645    9.16339   22.39535    0.00002   19.15105   17.78762  100.00000    0.00000  100.00000   18.56999   31.10183   30.50587    1.62329    8.45014    3.15501
20140305   66.69299   74.33595    3.46230   77.66235   89.99033    1.92896   11.73773   21.99042    0.08907   16.15207   18.52281  100.00000    7.14286   92.85714   16.08129   18.78918    5.43236    3.99694   15.53608   11.88534
20140306   67.76783   76.16157    3.65578   82.15891   90.94193    1.92614   18.92462   21.83005    0.07625   12.73395   19.43397  100.00000    0.00000  100.00000   15.25455   10.87988   -2.43040   -3.03973   24.15816    6.93282
20140307   67.97498   76.52419    3.34157   83.62730   90.29247    1.79024   26.50518   21.80519    0.10979    2.20557   20.42785  100.00000   21.42857   78.57143   12.15635   -2.10832  -15.59592   -7.35692   27.21045   16.01799
20140310   67.39217   74.86411    2.79784   77.01865   89.33542    1.52659   23.12201   24.13928   -0.00272    4.74893   21.05159   92.85714   14.28571   78.57143    7.93657  -19.09057  -15.49627  -23.01810  -42.65560   24.93442
20140311   62.06238   60.59919    1.68483   57.98135   83.82301    0.97185   11.42297   24.63486   -0.80162   -7.68214   21.85508   85.71429    7.14286   78.57143   -7.16623  -33.59999  -20.11325  -38.65948  -34.82917   21.60680
20140312   62.23536   61.06466    0.95811   53.68681   78.46661    0.52448    4.87353   19.88893   -2.27811    5.80343   21.82477   78.57143    0.00000   78.57143   -6.22761  -24.74843   -2.25280  -39.24846  -28.40787   31.32930
20140313   51.59811   38.68085   -1.05502   39.82216   61.46028   -0.41189    0.00915    9.53817   -8.42100   -9.79242   20.85420   71.42857   42.85714   28.57143  -23.05208  -36.06923  -17.81316  -25.68211   25.28429   13.62637
20140314   49.34830   34.97610   -2.19469   28.26550   46.79501   -1.18277   -0.61870    4.96191  -12.76321  -10.53239   19.79562   64.28571   35.71429   28.57143  -23.08991  -27.23987   20.61990  -20.12594   37.45754    2.71650
20140317   55.98473   52.14585   -2.02200   33.59825   47.70334   -1.21178   -6.15593    3.45508   -0.40889   -2.28347   19.40381   57.14286   28.57143   28.57143   -1.58077   19.53777   35.93799    0.64759   23.91747   -1.09766
20140318   60.43088   61.57294   -1.32323   52.63306   56.81801   -0.86264   -3.99438    3.54822    0.27409    9.08412   19.65379   50.00000   21.42857   28.57143   13.82401   35.03189   28.25307    4.33707   29.52833   -0.52463
20140319   55.86181   52.50065   -1.61144   55.93382   56.49664   -0.92504   -2.50701    1.80345    1.81980   -0.07978   19.09856   42.85714   14.28571   28.57143    4.04340   16.30443   -6.99448   15.95704   24.76985   -0.79246
20140320   59.45992   59.99630   -1.13780   68.81308   63.25616   -0.67314   -0.23663    1.66212    6.23746   13.63024   18.58299   35.71429    7.14286   28.57143   14.77858   25.27497   -3.72501    2.80093   27.92888    7.89030
20140321   56.16583   53.42527   -1.30674   57.67373   58.06617   -0.72889   -0.00001    0.68611    3.09729    2.11022   19.13778  100.00000    0.00000  100.00000    3.58658    5.48769  -23.73095    4.45963  -18.67756   -4.81701
20140324   52.81872   47.04088   -1.77790   44.58542   49.84446   -0.98518    0.05559    0.19865    0.07381   -8.76163   18.63237   92.85714   57.14286   35.71429   -7.19056  -14.91152  -22.00284   -8.09114  -16.32318  -12.92794
20140325   56.04259   54.31897   -1.36218   42.52645   49.80491   -0.90184    0.64233    0.05405   -0.00169   -7.83542   18.16306   85.71429   50.00000   35.71429    0.55773   -1.04629    1.21766  -14.00492  -23.28264   -6.71166
20140326   50.39600   43.66021   -2.07627   31.00301   41.49295   -1.21346    0.73319   -0.00081   -4.42175  -21.06157   17.95262   78.57143   42.85714   35.71429   -9.71553  -29.95137   -4.75585   -8.29858   -4.94498  -22.62396
20140327   48.85267   40.93197   -2.61945   25.09571   33.53927   -1.49503   -0.00047   -0.11563   -7.88782  -19.44636   17.01916   71.42857   35.71429   35.71429  -11.49217  -24.34535   11.26047  -14.94608   -5.37425  -15.24180
20140328   52.50670   49.51766   -2.42128   32.13796   33.86456   -1.38344   -1.78914   -0.30010   -0.32208  -12.59292   16.78266   64.28571   28.57143   35.71429   -0.05691   12.00833   26.66940  -12.41343  -14.04735  -10.05211
20140331   57.91450   60.65965   -1.42547   51.56099   43.48060   -0.86103   -0.50164   -0.66756    1.39794   -6.99746   17.02701   57.14286   21.42857   35.71429   13.92248   37.95445   28.24100   -4.51919   13.86297   -7.02818
20140401   61.74155   67.48879   -0.20868   66.88521   57.55877   -0.18492    0.26565   -0.04470    5.46647    2.74343   17.76090   50.00000   14.28571   35.71429   21.85100   35.18914   18.75973   -0.61156   40.38382   -6.34525
20140402   63.55508   70.52227    0.99813   76.33015   70.19086    0.38421    3.07558    0.01216   12.80247    9.38681   18.78025  100.00000    7.14286   92.85714   23.41401   27.68838  -11.79764   -9.93499   45.68417   -2.89597
20140403   62.29305   67.60174    1.39925   79.55975   76.43057    0.61630   14.03345    0.49220    4.44432   -0.71674   19.65015  100.00000    0.00000  100.00000   15.30351    8.21033  -28.50131  -11.85434   36.07552  -12.22630
